Rank;PrimaryOutcomeMeasure;PrimaryOutcomeTimeFrame;OverallStatus;LastKnownStatus;LastUpdatePostDate
409;Number of Participants With Treatment Emergent Adverse Events (TEAEs) and Treatment Emergent Serious Adverse Events (TESAEs)|Change From Baseline in Systolic Blood Pressure (SBP) and Diastolic Blood Pressure (DBP)|Change From Baseline in Respiratory Rate (RR)|Change From Baseline in Pulse Rate (PR)|Change From Baseline in Body Temperature (BT)|Change From Baseline in Oxygen Saturation (OS)|Number of Participants With Notable Change in QTcF and QTcB From Baseline|Number of Participants With at Least 2-Grade Shift From Baseline in Laboratory Parameters|Number of Participants With Dose Limiting Toxicities (DLTs)|Percentage of Participants With Objective Response (OR) in Exploration Cohorts C1A and C1B;Day 1 through 246.9 weeks (maximum observed duration)|Day 1 (baseline) through 246.9 weeks (maximum observed duration)|Day 1 (baseline) through 246.9 weeks (maximum observed duration)|Day 1 (baseline) through 246.9 weeks (maximum observed duration)|Day 1 (baseline) through 246.9 weeks (maximum observed duration)|Day 1 (baseline) through 246.9 weeks (maximum observed duration)|Day 1 (baseline) through 246.9 weeks (maximum observed duration)|Day 1 (baseline) through 246.9 weeks (maximum observed duration)|From Day 1 to 28 days after the first dose of study drugs|Baseline (Days -28 to -1) through 54.8 months (maximum observed duration);Active, not recruiting,;March 9, 2023
410;OS;1 year .;Unknown status;Recruiting;September 3, 2019
411;The distribution of Fluzoparib in the whole blood and plasma and whole.radioactive pharmacokinetics following the single orally administered [14C]-Fluzoparib in Chinese patients with advanced solid tumor.|Quantitive analysis of whole radioactivity of excrement of orally administered [14C]-Fluzoparib in Chinese patients with advanced solid tumor to obtain the mass balance data and the main excretion pathway in human body.|Identification of the main metabolite and biotransformation pathway of Fluzoparib and investigation of metabolite with proportion >10% in plasma following the single orally administered [14C]-Fluzoparib in Chinese patients with advanced solid tumor.|Quantitive analysis of the concentrations of Fluzoparib in plasma using the validated LC-MS/MS to obtain pharmacokinetic data.|Observation of safety following the single orally administered [14C]-Fluzoparib in Chinese patients with advanced solid tumor.;Up to 10 days (approx) from the start of administration.|Up to 10 days (approx) from the start of administration.|Up to 10 days (approx) from the start of administration.|Up to 10 days (approx) from the start of administration.|Up to 10 days (approx) from the start of administration.;Completed,;July 31, 2020
412;Dose-limiting toxicities|Maximum-tolerated dose,;Completed,;November 29, 2019
413;Progression-free survival (PFS);6 months;Unknown status;Recruiting;May 16, 2019
414;Feasibility rate;10 weeks of treatment + 2 weeks of safety observation period;Recruiting,;November 15, 2022
415;Early Rad51/deoxyribonucleic acid (DNA) damage response (DDR)|Late Rad51/DDR response;At cycle 1 day 2 (1 cycle = 28 days)|At cycle 3 day 1;Not yet recruiting,;January 20, 2023
416;The adverse events associated with infusion of the anticancer medication or the immune cells will be assessed.;Day 0 to 4 months after the end of the study;Unknown status;Not yet recruiting;March 21, 2018
417;Dose limiting toxicity (DLT) according to the National Cancer Institute Common Terminology Criteria for Adverse Events (NCI CTCAE) Version 4.0;3 weeks;Completed,;August 30, 2016
418;Dose Escalation Cohort (Excluding Once Weekly Avelumab 10 mg/kg Cohort): Number of Participants Experiencing Dose Limiting Toxicities (DLTs)|Efficacy Expansion Cohort (Ovarian Cancer): Number of Participants With Confirmed Best Overall Response (BOR) as Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1), as Adjudicated by Independent Endpoint Review Committee (IERC)|Efficacy Expansion Cohort(Urothelial Carcinoma): Number of Participants With Confirmed Best Overall Response (BOR) as Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1), as Adjudicated by Independent Endpoint Review Committee (IERC)|Efficacy Expansion Cohort (GC/GEJC, Third Line): Number of Participants With Confirmed Best Overall Response (BOR) as Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1), as Adjudicated by Independent Endpoint Review Committee (IERC)|Efficacy Expansion Cohort (HNSCC): Number of Participants With Confirmed Best Overall Response (BOR) as Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1), as Adjudicated by Independent Endpoint Review Committee (IERC);Dose Escalation: Baseline up to Week 3|Ovarian Cancer Efficacy Expansion: Baseline up to Day 620|Urothelial Carcinoma Efficacy Expansion: Baseline up to Day 931|GC/GEJC, Third Line Efficacy Expansion: Baseline up to Day 871|HNSCC Efficacy Expansion: Baseline up to Day 1072;Completed,;December 20, 2021
419;，Dose-limiting toxicity incidence (participants who experience DLT);21 day;Recruiting,;October 17, 2022
420;To determine the feasibility and toxicity of tandem high dose chemotherapy and peripheral blood stem cells rescue in patients with high-risk or recurrent solid tumors.;1 year after last patient is enrolled;Terminated,;December 11, 2013
421;Phase Ib: Estimation of Maximum Tolerated Dose (MTD) by measuring incidence of dose limiting toxicities (DLT)|Phase II: Clinical efficacy;up to 8 months|up to 14 months;Active, not recruiting,;January 5, 2023
422,,;Completed,;June 29, 2012
423,,;Completed,;August 9, 2012
424;Number of Participants with Adverse Events as a Measure of Safety and Tolerability;During treatment with sunitinib Adverse Events will be recorded up to 30 days after treatment. Patient will remain on treatment untill the disease progression, 1 year in average;Unknown status;Recruiting;October 10, 2011
425,,;Completed,;June 1, 2012
426,,;Completed,;April 8, 2013
427;Incidence of treatment-emergent and serious adverse events in patients treated with IO-108 and IO-108+pembrolizumab|Determine MTD (maximum tolerated dose) through assessment of dose-limiting toxicities (DLT)|Assess safety and tolerability of the IO-108 RP2D as monotherapy or in combination with either pembrolizumab or cemiplimab in patients with solid tumors;From first dose of IO-108 until the end of treatment which is up to 2 years from the first treatment date or disease progression whichever is earlier|From the first dose of IO-108 until 21 days post-treatment|From the first dose of IO-108 until the end of treatment which is up to 2 years from the first treatment or disease progression, whicheer is earlier;Recruiting,;November 10, 2022
428;To identify the maximum tolerated dose;12 months;Completed,;January 25, 2017
429;Incidence of Treatment-Emergent Adverse Events as assessed by CTCAE v4.03|MTD;24 months|24 months;Active, not recruiting,;November 14, 2022
430;Recommended stereotactic body radiotherapy (SBRT) dose in combination with pembrolizumab.;3 Months;Active, not recruiting,;March 6, 2023
431,,;Completed,;July 11, 2012
432,,;Completed,;November 30, 2012
433,,;Completed,;August 9, 2012
434;Number of Patients With Treatment-emergent Adverse Events (TEAE)|Number of Patients With Adverse Events Qualified as Dose Limiting Toxicities (DLTs);From screening until follow-up visit (up to 12 months)|From screening until follow-up visit (up to 12 months);Completed,;September 9, 2019
435;Time-to-progression ratio (TTP);2 years (baseline to follow-up);Recruiting,;November 14, 2022
436;Maximum Tolerated Dose (MTD) and/or Recommended Phase 2 Dose (RP2D) of of ES102|Number of participants with adverse events and serious adverse events of ES102;2-3 years|2-3 years;Active, not recruiting,;October 21, 2022
437;Numbers and percentage of patients with adverse events (AEs)|Maximum tolerated dose of HLX10;1 year|1 year;Unknown status;Recruiting;June 1, 2020
438;Overall response rate|Overall disease control rate;3 years|3 years;Recruiting,;January 10, 2023
439;Maximum Tolerated Dose of HS-20089;3 weeks after initiation of treatment;Recruiting,;March 2, 2022
440;Assess the oral bioavailability of veliparib;Up to 4 weeks.;Completed,;November 21, 2017
441,,;Completed,;December 13, 2019
442;progression-free survival;Patients will be followed for an average period of 1 year;Recruiting,;April 5, 2021
443;Progression Free Survival;Length of study;Completed,;February 21, 2014
444;The ability of the imaging system to detect the expression of the ICG in the nodule/mass (i.e tumor) and discern the uptake of the dye by the tumor.;Before surgery;Completed,;March 20, 2018
445;The maximum tolerated dose (MTD) and / or recommended Phase II dose (RP2D) of BAY1895344|Incidence of DLTs during Cycle 1 in dose-escalation cohorts during Part A of the study|Incidence of DLTs during Cycle 1 in dose-escalation cohorts during Part A.1 of the study|Incidence of DLTs during Cycle 1 in dose-escalation cohorts during J-arm of the study|The incidence of serious and nonserious treatment-emergent adverse events (TEAEs)|Area under the plasma concentration of BAY1895344 vs. time curve from zero to 12 hours after single-dose (AUC[0-12]) and multiple-dose administrations (AUC[0-12]md) in Cycle 1|Maximum observed drug concentration in plasma of BAY1895344 after single-dose (Cmax) and multiple-dose administrations (Cmax,md) in Cycle 1;Up to 6 months, minimum: 1 cycle (= 21days)|During Cycle 1, 1 cycle=21 days|During Cycle 1, 1 cycle=28 days|During Cycle 1, 1 cycle=21 days|After first administration of study drug up to 30 days after the last dose of study drug|Pre-dose and up to 12 hours post-dose at Day 1 of Cycle 1 and Day 10 (Part A and J-arm) or Day 17 (Part A.1) of Cycle 1|Pre-dose and up to 12 hours post-dose at Day 1 of Cycle 1 and Day 10 (Part A and J-arm) or Day 17 (Part A.1) of Cycle 1;Recruiting,;February 21, 2023
446;Number of Participants With Cycle 1 Dose-limiting Toxicities (DLTs)|Number of Participants With Adverse Events Possibly, Probably, or Definitely Related to Study Drug|Maximum Tolerated Dose (MTD) of PU-H71;Cycle 1 (21 days)|3 years and two months and 11 days|Cycle 1 (21 days);Terminated,;October 4, 2017
447;To determine the maximal tolerated dose (MTD) of Ixabepilone and Pemetrexed in advanced solid tumors.;weekly;Withdrawn,;May 21, 2014
448;Number of Grade 3 or 4 Adverse Events, Highest Occurrence Per Participant|Changes in MET and Phospho-MET Levels;Time receiving study drug, up to 22 cycles|MET and phospho-MET levels were measured on Cycle 1 Day 1 and Cycle 1 Day 8.;Completed,;July 1, 2022
449;MTD of temsirolimus defined as the maximum dose at which fewer than one-third of patients experience dose-limiting toxicity (DLT) as graded by the National Cancer Institute (NCI) CTCAE version 4.0|Incidence of adverse events as graded by NCI CTCAE version 4.0;Up to 21 days|Up to 30 days post-treatment;Completed,;April 10, 2014
450;Incidence rate of dose limiting toxicities (DLT).;5 years;Completed,;September 22, 2020
451;To establish the safety and tolerability of weekly (days 1, 8, 15 q28-day cycle) LMP400 in patients with refractory solid tumors and lymphomas;Cycle 1;Completed,;September 27, 2018
452,,;Completed,;February 11, 2013
453;MTD of oral calcitriol when combined with a standard dose of gemcitabine hydrochloride and cisplatin, determined according to incidence of dose-limiting toxicity, graded using the National Cancer Institute (NCI) CTCAE version 4.0;28 days;Terminated,;January 12, 2016
454;Maximum tolerated dose (MTD) of fenretinide|Toxicity as measured by type (organ affected or laboratory determination such as absolute neutrophil count), severity (NCI CTCAE v3.0), time of onset (course number), duration, and reversibility or outcome|Survival and time to failure as measured by Kaplan-Meier;at end of study|ongoing|at end of study;Completed,;September 12, 2013
455;Maximum Tolerated Dose (MTD) and Dose-Limiting Toxicity(DLT);up to 24 months;Terminated,;September 1, 2022
456;Pharmacokinetics of Nimotuzumab after administration of escalating single dosing and weekly fixed dosing in patients with solid tumors: Single dose：Tmax，Cmax， AUC，Vc，t1/2α，t1/2β，CL. Multiple dose：Tmax，Css-min，Css-max，Css-a，t1/2β，CL，AUCss，DF.;up to 9 weeks;Unknown status;Active, not recruiting;August 19, 2015
